ax,ay,az,label,sample
7.51108169556,-2.29503250122,-9.5643863678,0.0,0
7.51108169556,-2.29503250122,-9.5643863678,0.0,0
-1.10078620911,3.29087471962,-4.19228553772,0.0,0
-1.10078620911,3.29087471962,-4.19228553772,0.0,0
4.55844163895,9.76636791229,-1.1629576683,0.0,0
4.55844163895,9.76636791229,-1.1629576683,0.0,0
16.1402072906,-3.43702411652,-13.8354883194,0.0,0
16.1402072906,-3.43702411652,-13.8354883194,0.0,0
21.4283332825,-15.2218265533,-23.2419147491,0.0,0
21.4283332825,-15.2218265533,-23.2419147491,0.0,0
8.63957977295,0.969377994537,-14.3830595016,0.0,0
8.63957977295,0.969377994537,-14.3830595016,0.0,0
2.22526359558,4.31624603271,-1.49512386322,0.0,0
2.22526359558,4.31624603271,-1.49512386322,0.0,0
2.07597208023,1.3301281929,-0.7906498909,0.0,0
2.07597208023,1.3301281929,-0.7906498909,0.0,0
3.16235351562,2.6246573925,-4.01938295364,0.0,1
3.16235351562,2.6246573925,-4.01938295364,0.0,1
-0.0469923019409,1.96640133858,-4.52587795258,0.0,1
-0.0469923019409,1.96640133858,-4.52587795258,0.0,1
3.02980589867,0.705184936523,-2.60259771347,0.0,1
3.02980589867,0.705184936523,-2.60259771347,0.0,1
20.2981853485,0.712381362915,-11.4835968018,0.0,1
20.2981853485,0.712381362915,-11.4835968018,0.0,1
22.8302459717,-14.590297699,-21.3214435577,0.0,1
22.8302459717,-14.590297699,-21.3214435577,0.0,1
1.32340693474,-1.43471240997,-7.29100608826,0.0,1
1.32340693474,-1.43471240997,-7.29100608826,0.0,1
0.858321905136,-0.349640846252,0.939551115036,0.0,1
0.858321905136,-0.349640846252,0.939551115036,0.0,1
-0.859167098999,1.9509472847,-3.4037706852,0.0,1
-0.859167098999,1.9509472847,-3.4037706852,0.0,1
23.000246048,-6.48263406754,-7.99297761917,0.0,2
23.000246048,-6.48263406754,-7.99297761917,0.0,2
15.946846962,-5.99762248993,-10.3344860077,0.0,2
15.946846962,-5.99762248993,-10.3344860077,0.0,2
3.64437007904,2.74800896645,-6.94189929962,0.0,2
3.64437007904,2.74800896645,-6.94189929962,0.0,2
5.20028114319,7.99749088287,-6.75329780579,0.0,2
5.20028114319,7.99749088287,-6.75329780579,0.0,2
36.8536338806,-34.7853164673,-32.4507408142,0.0,2
36.8536338806,-34.7853164673,-32.4507408142,0.0,2
7.11847734451,-4.42442131042,-29.4241962433,0.0,2
7.11847734451,-4.42442131042,-29.4241962433,0.0,2
1.63014948368,0.621941566467,-4.92767238617,0.0,2
1.63014948368,0.621941566467,-4.92767238617,0.0,2
7.91180992126,-0.123816490173,1.60871207714,0.0,2
7.91180992126,-0.123816490173,1.60871207714,0.0,2
15.0765275955,-1.11824607849,-6.15492105484,0.0,3
15.0765275955,-1.11824607849,-6.15492105484,0.0,3
6.13102817535,-2.11767292023,-3.68162679672,0.0,3
6.13102817535,-2.11767292023,-3.68162679672,0.0,3
-0.165239810944,1.72602081299,-2.98026800156,0.0,3
-0.165239810944,1.72602081299,-2.98026800156,0.0,3
2.85815763474,7.53496217728,-2.90597510338,0.0,3
2.85815763474,7.53496217728,-2.90597510338,0.0,3
19.65376091,-0.285872936249,-16.1910037994,0.0,3
19.65376091,-0.285872936249,-16.1910037994,0.0,3
15.6647224426,-6.40641784668,-14.9489307404,0.0,3
15.6647224426,-6.40641784668,-14.9489307404,0.0,3
3.34748864174,2.68727064133,-6.91089916229,0.0,3
3.34748864174,2.68727064133,-6.91089916229,0.0,3
-0.0567088127136,4.53526115417,-2.06167244911,0.0,3
-0.0567088127136,4.53526115417,-2.06167244911,0.0,3
21.243183136,-4.14878177643,-7.44188976288,0.0,4
21.243183136,-4.14878177643,-7.44188976288,0.0,4
6.30495834351,-4.08233976364,-9.60321998596,0.0,4
6.30495834351,-4.08233976364,-9.60321998596,0.0,4
1.08406591415,7.41990089417,-0.877150774002,0.0,4
1.08406591415,7.41990089417,-0.877150774002,0.0,4
8.23843765259,0.864967346191,-10.8270273209,0.0,4
8.23843765259,0.864967346191,-10.8270273209,0.0,4
21.441734314,-19.863237381,-16.1577949524,0.0,4
21.441734314,-19.863237381,-16.1577949524,0.0,4
12.0601377487,-3.19090938568,-15.8803462982,0.0,4
12.0601377487,-3.19090938568,-15.8803462982,0.0,4
-0.235428094864,5.03064918518,-2.6651263237,0.0,4
-0.235428094864,5.03064918518,-2.6651263237,0.0,4
2.21681571007,5.17942047119,1.82974362373,0.0,4
2.21681571007,5.17942047119,1.82974362373,0.0,4
-1.76270341873,-0.859749317169,-1.75541985035,0.0,5
-1.76270341873,-0.859749317169,-1.75541985035,0.0,5
0.427137374878,-0.486436367035,-2.51946473122,0.0,5
0.427137374878,-0.486436367035,-2.51946473122,0.0,5
2.57269048691,2.16030740738,-1.02760481834,0.0,5
2.57269048691,2.16030740738,-1.02760481834,0.0,5
12.8514204025,4.12242221832,6.51704025269,0.0,5
12.8514204025,4.12242221832,6.51704025269,0.0,5
22.5323638916,-11.6969528198,-17.6668052673,0.0,5
22.5323638916,-11.6969528198,-17.6668052673,0.0,5
14.4613704681,6.73306417465,-5.97007417679,0.0,5
14.4613704681,6.73306417465,-5.97007417679,0.0,5
2.38380384445,4.69987487793,-4.32596158981,0.0,5
2.38380384445,4.69987487793,-4.32596158981,0.0,5
0.719698190689,1.02488899231,-2.5832722187,0.0,5
0.719698190689,1.02488899231,-2.5832722187,0.0,5
0.583487987518,1.18198347092,-1.87007498741,0.0,6
0.583487987518,1.18198347092,-1.87007498741,0.0,6
0.659717559814,1.01203536987,-0.0414925813675,0.0,6
0.659717559814,1.01203536987,-0.0414925813675,0.0,6
3.71058320999,0.792005062103,1.36385321617,0.0,6
