ay,ax,az,label,sample
-0.61457824707,-3.36700439453,1.6882019043,0.0,0
0.406494140625,0.751846313477,-0.630187988281,0.0,0
0.898376464844,0.0708923339844,-0.154891967773,0.0,0
-6.25085449219,-0.467620849609,0.108520507812,0.0,0
-0.0357208251953,-0.123992919922,-0.136962890625,0.0,0
0.157196044922,0.878234863281,-0.298263549805,0.0,0
0.426498413086,0.207534790039,-0.0918884277344,0.0,0
-0.239730834961,0.0584564208984,-0.0787506103516,0.0,0
-1.87449645996,0.975540161133,0.855926513672,0.0,0
0.09130859375,-0.604370117188,-0.650756835938,0.0,0
1.03813171387,0.400497436523,-0.254440307617,0.0,0
0.572692871094,0.143157958984,0.246795654297,0.0,0
0.212478637695,-0.991821289062,-0.0215911865234,0.0,0
1.10623168945,0.567459106445,-0.501342773438,0.0,0
-2.37203979492,-0.289535522461,0.700881958008,0.0,0
-2.12944030762,-0.779937744141,1.80166625977,0.0,0
0.685852050781,-0.474548339844,0.138031005859,0.0,1
0.0853729248047,-0.4326171875,0.0501708984375,0.0,1
-0.125930786133,-0.585189819336,0.232894897461,0.0,1
0.797744750977,0.572158813477,-0.284881591797,0.0,1
2.20915222168,-0.0985260009766,-0.623077392578,0.0,1
0.25715637207,-0.848968505859,0.316162109375,0.0,1
0.514709472656,-0.512435913086,0.647476196289,0.0,1
-0.924850463867,2.0687713623,-1.61967468262,0.0,1
-2.79887390137,-2.75373840332,0.622756958008,0.0,1
1.23541259766,-0.868469238281,0.352981567383,0.0,1
1.72618103027,1.72969055176,1.00019836426,0.0,1
1.4610748291,0.101089477539,-0.625701904297,0.0,1
-0.123977661133,-0.175140380859,0.412490844727,0.0,1
2.94911193848,0.442276000977,-0.690582275391,0.0,1
-1.02716064453,-0.667175292969,0.982147216797,0.0,1
-1.0135345459,-2.38078308105,0.332138061523,0.0,1
-1.44493103027,-0.565826416016,0.0106353759766,0.0,2
-0.70832824707,-0.892623901367,0.985458374023,0.0,2
1.03044128418,0.668518066406,-0.461441040039,0.0,2
1.05363464355,-0.157852172852,-0.40966796875,0.0,2
0.17707824707,0.558929443359,0.311492919922,0.0,2
0.808181762695,-0.904098510742,-0.127822875977,0.0,2
0.0764007568359,0.303573608398,0.185287475586,0.0,2
0.384613037109,0.508514404297,-0.0626220703125,0.0,2
-5.60284423828,3.50335693359,-2.24493408203,0.0,2
-1.93121337891,-0.197570800781,-0.525207519531,0.0,2
0.77799987793,0.406860351562,-0.332504272461,0.0,2
0.893630981445,0.918991088867,0.103744506836,0.0,2
1.01672363281,0.783248901367,0.537399291992,0.0,2
0.0234985351562,0.494903564453,-0.381744384766,0.0,2
0.0194702148438,-0.273010253906,0.883224487305,0.0,2
0.0147705078125,-0.0586547851562,-0.091796875,0.0,2
1.08662414551,0.218902587891,-0.485260009766,0.0,3
